indice_tiempo,idempresa,cuit,empresa,direccion,localidad,provincia,idproducto,producto,idtipohorario,tipohorario,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud,geojson,fecha_hora,Anio,Mes
2021-01-16 00:00:00,2306,30-68604387-4,9 DE JULIO COMBUSTIBLES SRL,AV. 9 DE JULIO 1501,RESISTENCIA,CHACO,19,Gas Oil Grado 2,3,Nocturno,76.89,2021/01/16 16:30:00,3,ESSO PETROLERA ARGENTINA S.R.L,-27.463009999999997,-58.97305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",2021-01-16 16:30:00,2021,1
2021-02-14 00:00:00,6113,30-70901115-0,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,19,Gas Oil Grado 2,2,Diurno,76.3,2021/02/14 00:00:00,2,YPF,-32.48409,-58.230169999999994,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}",2021-02-14 00:00:00,2021,2
2021-02-14 00:00:00,6113,30-70901115-0,9 DE JULIO SERVICIOS SRL,9 DE JULIO 560,CONCEPCION DEL URUGUAY,ENTRE RIOS,19,Gas Oil Grado 2,3,Nocturno,76.3,2021/02/14 00:00:00,2,YPF,-32.48409,-58.230169999999994,"{""type"":""Point"",""coordinates"":[-58.23017,-32.48409]}",2021-02-14 00:00:00,2021,2
2018-06-28 00:00:00,1382,20-15089788-3,ABALSAMO EGIDIO,TRIUNVIRATO 3797,SAN MARTIN,BUENOS AIRES,19,Gas Oil Grado 2,2,Diurno,28.5,2018/06/28 15:00:00,1,BLANCA,-34.58127,-58.57441,"{""type"":""Point"",""coordinates"":[-58.57441,-34.58127]}",2018-06-28 15:00:00,2018,6
2018-06-28 00:00:00,1382,20-15089788-3,ABALSAMO EGIDIO,TRIUNVIRATO 3797,SAN MARTIN,BUENOS AIRES,19,Gas Oil Grado 2,3,Nocturno,28.5,2018/06/28 15:00:00,1,BLANCA,-34.58127,-58.57441,"{""type"":""Point"",""coordinates"":[-58.57441,-34.58127]}",2018-06-28 15:00:00,2018,6
2021-02-15 00:00:00,7629,30-70777227-8,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,19,Gas Oil Grado 2,2,Diurno,73.9,2021/02/15 00:00:00,7,SOL PETROLEO,-34.745709999999995,-58.41871999999999,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}",2021-02-15 00:00:00,2021,2
2021-02-15 00:00:00,7629,30-70777227-8,ABANILLAS II,Santa Fe 1005,LOMAS DE ZAMORA,BUENOS AIRES,19,Gas Oil Grado 2,3,Nocturno,73.9,2021/02/15 00:00:00,7,SOL PETROLEO,-34.745709999999995,-58.41871999999999,"{""type"":""Point"",""coordinates"":[-58.41872,-34.74571]}",2021-02-15 00:00:00,2021,2
2021-02-15 00:00:00,1589,30-70777227-8,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,19,Gas Oil Grado 2,2,Diurno,73.9,2021/02/15 00:00:00,2,YPF,-34.74712,-58.419380000000004,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}",2021-02-15 00:00:00,2021,2
2021-02-15 00:00:00,1589,30-70777227-8,ABANILLAS S.A.,Las Heras 1740,LOMAS DE ZAMORA,BUENOS AIRES,19,Gas Oil Grado 2,3,Nocturno,73.9,2021/02/15 00:00:00,2,YPF,-34.74712,-58.419380000000004,"{""type"":""Point"",""coordinates"":[-58.41938,-34.74712]}",2021-02-15 00:00:00,2021,2
2021-02-15 00:00:00,3728,30-50646337-4,ABDALA HNOS.S.R.L.,LIBERTAD 2080,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,19,Gas Oil Grado 2,2,Diurno,79.48,2021/02/15 01:34:00,4,SHELL C.A.P.S.A.,-27.79833,-64.27723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",2021-02-15 01:34:00,2021,2
2021-02-15 00:00:00,3728,30-50646337-4,ABDALA HNOS.S.R.L.,LIBERTAD 2080,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,19,Gas Oil Grado 2,3,Nocturno,79.48,2021/02/15 01:34:00,4,SHELL C.A.P.S.A.,-27.79833,-64.27723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",2021-02-15 01:34:00,2021,2
2021-02-09 00:00:00,7953,30-71230670-6,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,Ruta Prov 6 Km 57,FRANCK,SANTA FE,19,Gas Oil Grado 2,2,Diurno,76.4,2021/02/09 17:57:00,29,GULF,-31.57865,-60.936580000000006,"{""type"":""Point"",""coordinates"":[-60.93658,-31.57865]}",2021-02-09 17:57:00,2021,2
2021-02-09 00:00:00,7953,30-71230670-6,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,Ruta Prov 6 Km 57,FRANCK,SANTA FE,19,Gas Oil Grado 2,3,Nocturno,76.4,2021/02/09 17:57:00,29,GULF,-31.57865,-60.936580000000006,"{""type"":""Point"",""coordinates"":[-60.93658,-31.57865]}",2021-02-09 17:57:00,2021,2
2021-02-25 00:00:00,8734,30-71322460-6,ABELAR SERVICIOS SRL,"Ruta Nac. 7 Km 952, Lateral Norte, entre calles Galignianas y 6 de Septiembre",LAS CATITAS,MENDOZA,19,Gas Oil Grado 2,2,Diurno,72.6,2021/02/25 14:00:00,26,AXION,-33.299019,-68.020498,"{""type"":""Point"",""coordinates"":[-68.020498,-33.299019]}",2021-02-25 14:00:00,2021,2
2021-02-25 00:00:00,8734,30-71322460-6,ABELAR SERVICIOS SRL,"Ruta Nac. 7 Km 952, Lateral Norte, entre calles Galignianas y 6 de Septiembre",LAS CATITAS,MENDOZA,19,Gas Oil Grado 2,3,Nocturno,72.6,2021/02/25 14:00:00,26,AXION,-33.299019,-68.020498,"{""type"":""Point"",""coordinates"":[-68.020498,-33.299019]}",2021-02-25 14:00:00,2021,2
2017-12-06 00:00:00,348,30-60588371-7,ABELLA Y ALONSO S.R.L.,MORENO 1701,VILLA  BALLESTER,BUENOS AIRES,19,Gas Oil Grado 2,2,Diurno,22.99,2017/12/06 11:34:00,24,OIL COMBUSTIBLES S.A.,-34.533377,-58.557665,"{""type"":""Point"",""coordinates"":[-58.557665,-34.533377]}",2017-12-06 11:34:00,2017,12
2017-12-06 00:00:00,348,30-60588371-7,ABELLA Y ALONSO S.R.L.,MORENO 1701,VILLA  BALLESTER,BUENOS AIRES,19,Gas Oil Grado 2,3,Nocturno,22.99,2017/12/06 11:34:00,24,OIL COMBUSTIBLES S.A.,-34.533377,-58.557665,"{""type"":""Point"",""coordinates"":[-58.557665,-34.533377]}",2017-12-06 11:34:00,2017,12
2021-02-14 00:00:00,1195,20-08703768-2,ABEL ROBERTO SANTAMARIA,LAVALLE Y ALSINA,MAIPU,BUENOS AIRES,19,Gas Oil Grado 2,2,Diurno,76.9,2021/02/14 00:00:00,2,YPF,-36.86558,-57.88169,"{""type"":""Point"",""coordinates"":[-57.88169,-36.86558]}",2021-02-14 00:00:00,2021,2
2021-02-14 00:00:00,1195,20-08703768-2,ABEL ROBERTO SANTAMARIA,LAVALLE Y ALSINA,MAIPU,BUENOS AIRES,19,Gas Oil Grado 2,3,Nocturno,76.9,2021/02/14 00:00:00,2,YPF,-36.86558,-57.88169,"{""type"":""Point"",""coordinates"":[-57.88169,-36.86558]}",2021-02-14 00:00:00,2021,2
2021-02-15 00:00:00,2261,30-61835384-9,A.B. INGENIERÍA S.H.,LATERAL SUR ACCESO ESTE Y RONDEAU,GUAYMALLEN,MENDOZA,19,Gas Oil Grado 2,2,Diurno,69.98,2021/02/15 07:18:00,4,SHELL C.A.P.S.A.,-32.907388,-68.790615,"{""type"":""Point"",""coordinates"":[-68.790615,-32.907388]}",2021-02-15 07:18:00,2021,2
2021-02-15 00:00:00,2261,30-61835384-9,A.B. INGENIERÍA S.H.,LATERAL SUR ACCESO ESTE Y RONDEAU,GUAYMALLEN,MENDOZA,19,Gas Oil Grado 2,3,Nocturno,69.98,2021/02/15 07:18:00,4,SHELL C.A.P.S.A.,-32.907388,-68.790615,"{""type"":""Point"",""coordinates"":[-68.790615,-32.907388]}",2021-02-15 07:18:00,2021,2
2021-02-15 00:00:00,2263,30-61835384-9,A.B. INGENIERÍA S.H.,MAZA 4086,MAIPU,MENDOZA,19,Gas Oil Grado 2,2,Diurno,69.98,2021/02/15 07:16:00,4,SHELL C.A.P.S.A.,-32.936618,-68.780501,"{""type"":""Point"",""coordinates"":[-68.780501,-32.936618]}",2021-02-15 07:16:00,2021,2
2021-02-15 00:00:00,2263,30-61835384-9,A.B. INGENIERÍA S.H.,MAZA 4086,MAIPU,MENDOZA,19,Gas Oil Grado 2,3,Nocturno,69.98,2021/02/15 07:16:00,4,SHELL C.A.P.S.A.,-32.936618,-68.780501,"{""type"":""Point"",""coordinates"":[-68.780501,-32.936618]}",2021-02-15 07:16:00,2021,2
2021-02-15 00:00:00,2266,30-61835384-9,A.B. INGENIERÍA S.H.,MITRE 399,MAIPU,MENDOZA,19,Gas Oil Grado 2,2,Diurno,69.98,2021/02/15 07:20:00,14,CIS,-32.981213000000004,-68.789433,"{""type"":""Point"",""coordinates"":[-68.789433,-32.981213]}",2021-02-15 07:20:00,2021,2
2021-02-15 00:00:00,2266,30-61835384-9,A.B. INGENIERÍA S.H.,MITRE 399,MAIPU,MENDOZA,19,Gas Oil Grado 2,3,Nocturno,69.98,2021/02/15 07:20:00,14,CIS,-32.981213000000004,-68.789433,"{""type"":""Point"",""coordinates"":[-68.789433,-32.981213]}",2021-02-15 07:20:00,2021,2
2021-02-17 00:00:00,7154,30-71032168-6,ABRAHAM HNOS. S.A.,Av. Mitre Oeste 284,JUNIN,MENDOZA,19,Gas Oil Grado 2,2,Diurno,71.5,2021/02/17 10:29:00,4,SHELL C.A.P.S.A.,-33.14327,-68.48874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",2021-02-17 10:29:00,2021,2
2021-02-17 00:00:00,7154,30-71032168-6,ABRAHAM HNOS. S.A.,Av. Mitre Oeste 284,JUNIN,MENDOZA,19,Gas Oil Grado 2,3,Nocturno,71.5,2021/02/17 10:29:00,4,SHELL C.A.P.S.A.,-33.14327,-68.48874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",2021-02-17 10:29:00,2021,2
2021-02-19 00:00:00,7157,30-71032168-6,ABRAHAM HNOS. S.A.,Variante Ruta Prov. 50 KM. 1010,PALMIRA,MENDOZA,19,Gas Oil Grado 2,2,Diurno,70.5,2021/02/19 00:00:00,2,YPF,-33.052440000000004,-68.53621,"{""type"":""Point"",""coordinates"":[-68.53621,-33.05244]}",2021-02-19 00:00:00,2021,2
2021-02-19 00:00:00,7157,30-71032168-6,ABRAHAM HNOS. S.A.,Variante Ruta Prov. 50 KM. 1010,PALMIRA,MENDOZA,19,Gas Oil Grado 2,3,Nocturno,70.5,2021/02/19 00:00:00,2,YPF,-33.052440000000004,-68.53621,"{""type"":""Point"",""coordinates"":[-68.53621,-33.05244]}",2021-02-19 00:00:00,2021,2
2021-02-14 00:00:00,5077,30-70816812-9,ABRIGO-HERNANDO S.R.L.,MORENO 3002,OLAVARRIA,BUENOS AIRES,19,Gas Oil Grado 2,2,Diurno,76.9,2021/02/14 00:00:00,2,YPF,-36.893190000000004,-60.31954,"{""type"":""Point"",""coordinates"":[-60.31954,-36.89319]}",2021-02-14 00:00:00,2021,2
2021-02-14 00:00:00,5077,30-70816812-9,ABRIGO-HERNANDO S.R.L.,MORENO 3002,OLAVARRIA,BUENOS AIRES,19,Gas Oil Grado 2,3,Nocturno,76.9,2021/02/14 00:00:00,2,YPF,-36.893190000000004,-60.31954,"{""type"":""Point"",""coordinates"":[-60.31954,-36.89319]}",2021-02-14 00:00:00,2021,2
2021-02-15 00:00:00,2913,30-58643828-6,ACAPULCO SOC. DE HECHO,DEL CARMEN Y SAN VICENTE S/N,CAÑUELAS,BUENOS AIRES,19,Gas Oil Grado 2,2,Diurno,76.3,2021/02/15 00:00:00,2,YPF,-35.05109,-58.75846,"{""type"":""Point"",""coordinates"":[-58.75846,-35.05109]}",2021-02-15 00:00:00,2021,2
2021-02-15 00:00:00,2913,30-58643828-6,ACAPULCO SOC. DE HECHO,DEL CARMEN Y SAN VICENTE S/N,CAÑUELAS,BUENOS AIRES,19,Gas Oil Grado 2,3,Nocturno,76.3,2021/02/15 00:00:00,2,YPF,-35.05109,-58.75846,"{""type"":""Point"",""coordinates"":[-58.75846,-35.05109]}",2021-02-15 00:00:00,2021,2
2021-02-15 00:00:00,2910,30-58643828-6,ACAPULCO SOC. DE HECHO,RUTA 205 KM. 57.500,CAÑUELAS,BUENOS AIRES,19,Gas Oil Grado 2,2,Diurno,76.3,2021/02/15 00:00:00,2,YPF,-34.9998,-58.699380000000005,"{""type"":""Point"",""coordinates"":[-58.69938,-34.9998]}",2021-02-15 00:00:00,2021,2
2021-02-15 00:00:00,2910,30-58643828-6,ACAPULCO SOC. DE HECHO,RUTA 205 KM. 57.500,CAÑUELAS,BUENOS AIRES,19,Gas Oil Grado 2,3,Nocturno,76.3,2021/02/15 00:00:00,2,YPF,-34.9998,-58.699380000000005,"{""type"":""Point"",""coordinates"":[-58.69938,-34.9998]}",2021-02-15 00:00:00,2021,2
2021-02-14 00:00:00,1185,30-70704582-1,ACCESO SUR SAN LORENZO S.R.L.,RTA AO12 KM 65,SAN LORENZO,SANTA FE,19,Gas Oil Grado 2,2,Diurno,73.8,2021/02/14 00:00:00,2,YPF,-32.76575,-60.74394,"{""type"":""Point"",""coordinates"":[-60.74394,-32.76575]}",2021-02-14 00:00:00,2021,2
2021-02-14 00:00:00,1185,30-70704582-1,ACCESO SUR SAN LORENZO S.R.L.,RTA AO12 KM 65,SAN LORENZO,SANTA FE,19,Gas Oil Grado 2,3,Nocturno,73.8,2021/02/14 00:00:00,2,YPF,-32.76575,-60.74394,"{""type"":""Point"",""coordinates"":[-60.74394,-32.76575]}",2021-02-14 00:00:00,2021,2
2021-02-01 00:00:00,9031,30-71020819-7,ACCESO SUR S.R.L.,Av.Hipolito Yrigoyen 3054,SAN FERNANDO DEL VALLE,CATAMARCA,19,Gas Oil Grado 2,2,Diurno,77.54,2021/02/01 13:09:00,1,BLANCA,-28.494398999999998,-65.78028499999999,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",2021-02-01 13:09:00,2021,2
2021-02-01 00:00:00,9031,30-71020819-7,ACCESO SUR S.R.L.,Av.Hipolito Yrigoyen 3054,SAN FERNANDO DEL VALLE,CATAMARCA,19,Gas Oil Grado 2,3,Nocturno,77.54,2021/02/01 13:09:00,1,BLANCA,-28.494398999999998,-65.78028499999999,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",2021-02-01 13:09:00,2021,2
2021-02-06 00:00:00,1428,30-52236688-5,ACEICOM SRL,25 DE MAYO 152,LAS ACEQUIAS,CORDOBA,19,Gas Oil Grado 2,2,Diurno,75.9,2021/02/06 00:00:00,2,YPF,-33.28113,-63.977180000000004,"{""type"":""Point"",""coordinates"":[-63.97718,-33.28113]}",2021-02-06 00:00:00,2021,2
2021-02-06 00:00:00,1428,30-52236688-5,ACEICOM SRL,25 DE MAYO 152,LAS ACEQUIAS,CORDOBA,19,Gas Oil Grado 2,3,Nocturno,75.9,2021/02/06 00:00:00,2,YPF,-33.28113,-63.977180000000004,"{""type"":""Point"",""coordinates"":[-63.97718,-33.28113]}",2021-02-06 00:00:00,2021,2
2017-03-27 00:00:00,6848,33-65361003-9,ACOTUR S.A.,RUTA 7 KM. 1145 USPALLATA,USPALLATA,MENDOZA,19,Gas Oil Grado 2,2,Diurno,17.89,2017/03/27 18:15:00,1,BLANCA,-32.621279,-69.348342,"{""type"":""Point"",""coordinates"":[-69.348342,-32.621279]}",2017-03-27 18:15:00,2017,3
2017-03-27 00:00:00,6848,33-65361003-9,ACOTUR S.A.,RUTA 7 KM. 1145 USPALLATA,USPALLATA,MENDOZA,19,Gas Oil Grado 2,3,Nocturno,17.89,2017/03/27 18:15:00,1,BLANCA,-32.621279,-69.348342,"{""type"":""Point"",""coordinates"":[-69.348342,-32.621279]}",2017-03-27 18:15:00,2017,3
2021-02-22 00:00:00,4861,30-69068054-4,ACTION VIS S.A.,AVDA BELGRANO 1017,SALTA,SALTA,19,Gas Oil Grado 2,2,Diurno,75.65,2021/02/22 14:14:00,8,REFINOR,-24.7871,-65.41646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",2021-02-22 14:14:00,2021,2
2021-02-22 00:00:00,4861,30-69068054-4,ACTION VIS S.A.,AVDA BELGRANO 1017,SALTA,SALTA,19,Gas Oil Grado 2,3,Nocturno,75.65,2021/02/22 14:14:00,8,REFINOR,-24.7871,-65.41646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",2021-02-22 14:14:00,2021,2
2021-02-06 00:00:00,2638,30-52648492-0,ACTIS S.A.,AV.SAN MARTIN 405,GRAL. CABRERA,CORDOBA,19,Gas Oil Grado 2,2,Diurno,75.9,2021/02/06 00:00:00,2,YPF,-32.813990000000004,-63.879369999999994,"{""type"":""Point"",""coordinates"":[-63.87937,-32.81399]}",2021-02-06 00:00:00,2021,2
2021-02-06 00:00:00,2638,30-52648492-0,ACTIS S.A.,AV.SAN MARTIN 405,GRAL. CABRERA,CORDOBA,19,Gas Oil Grado 2,3,Nocturno,75.9,2021/02/06 00:00:00,2,YPF,-32.813990000000004,-63.879369999999994,"{""type"":""Point"",""coordinates"":[-63.87937,-32.81399]}",2021-02-06 00:00:00,2021,2
2021-02-06 00:00:00,4162,30-52648492-0,ACTIS S.A.,AV SAN MARTIN NRO 620,GRAL. CABRERA,CORDOBA,19,Gas Oil Grado 2,2,Diurno,75.9,2021/02/06 00:01:00,1,BLANCA,-32.81272,-63.87721,"{""type"":""Point"",""coordinates"":[-63.87721,-32.81272]}",2021-02-06 00:01:00,2021,2
2021-02-06 00:00:00,4162,30-52648492-0,ACTIS S.A.,AV SAN MARTIN NRO 620,GRAL. CABRERA,CORDOBA,19,Gas Oil Grado 2,3,Nocturno,75.9,2021/02/06 00:01:00,1,BLANCA,-32.81272,-63.87721,"{""type"":""Point"",""coordinates"":[-63.87721,-32.81272]}",2021-02-06 00:01:00,2021,2
2019-12-26 00:00:00,1990,30-66494292-1,ACTIVOS S.A,RUTA NAC.5 KM 262,9 DE JULIO,BUENOS AIRES,19,Gas Oil Grado 2,2,Diurno,55.49,2019/12/26 13:23:00,26,AXION,-35.468059999999994,-60.85043,"{""type"":""Point"",""coordinates"":[-60.85043,-35.46806]}",2019-12-26 13:23:00,2019,12
2019-12-26 00:00:00,1990,30-66494292-1,ACTIVOS S.A,RUTA NAC.5 KM 262,9 DE JULIO,BUENOS AIRES,19,Gas Oil Grado 2,3,Nocturno,55.49,2019/12/26 13:23:00,26,AXION,-35.468059999999994,-60.85043,"{""type"":""Point"",""coordinates"":[-60.85043,-35.46806]}",2019-12-26 13:23:00,2019,12
2021-02-22 00:00:00,8952,33-71518900-9,ADD SRL,Ruta Provincial N°13 - km 55.1,LUQUE,CORDOBA,19,Gas Oil Grado 2,2,Diurno,75.8,2021/02/22 13:14:00,26,AXION,-31.641336,-63.35416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",2021-02-22 13:14:00,2021,2
2021-02-22 00:00:00,8952,33-71518900-9,ADD SRL,Ruta Provincial N°13 - km 55.1,LUQUE,CORDOBA,19,Gas Oil Grado 2,3,Nocturno,75.8,2021/02/22 13:14:00,26,AXION,-31.641336,-63.35416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",2021-02-22 13:14:00,2021,2
